00002708fb8322caabcd3b69470ef24e,0.5
0002f3f57138e06612334ceab95ffbe1,0.5
0003c1fbf10fbd4af56628d9c815c2c5,0.5
0003f83db1c04dc3ac42f4d421bd0eca,0.5
000468712a8998ea4153dd8ff63ef47a,0.5
0007698fa51d8bbc01d8d44c8791aa49,0.5
000a1f3ac6ab8973260a11cbbda94f20,0.5
001092436438d52fbc5fcaf56555e468,0.5
00123202f68ff8f4f389212192cd9fbb,0.5
00158f31c07789e608b366c7ad320167,0.5
0017c6dc7114a3d768ee6304fe34b127,0.5
001868ae793f5df9d86bd41359013626,0.5
0018a27ece60a4e99f2e1a41735da5d6,0.5
00196660acee641209977d266e04bf15,0.5
001a7d68a2608d89ec4258e9c133318b,0.5
001b48627909ba6dd01d959cf7780484,0.5
001c89a7118dbc486a35739d8d2591e4,0.5
001e8308ef62699f85cc7dab1eff4c49,0.5
001ea6d56ace12f0f686accc5d05dfaf,0.5
00200cb9633937d178b0d58789cfe967,0.5
00224c6016b2157d0c50f8269b92b08a,0.5
0024ba2bd8f0b64314e1e41a3b652b0a,0.5
0024c8e9b539f3b44284de682ccc92ba,0.5
00292d5fa4c4b541b725da08208e3be2,0.5
002d640107191c8341b6680efa729906,0.5
002d9a3b10281ebed25df3f74ebedce6,0.5
002d9b1ba79149faeb9553026ab04cca,0.5
002f5ad08351a5f80d97d35848135f8e,0.5
002fabff857c855c4be294d40711d474,0.5
0035d5a9a89d447c42ccbef8701edb29,0.5
0036c561404bb5e66277b2fc07e1db6a,0.5
00376a9e3614b0bfc17fbf193e1fd5e6,0.5
00385022f81f4e839b3e3a7cc987f438,0.5
003d57bdb1a4a41facbc93d33483161b,0.5
003d683a58c1651a8ffb68bcf1c25de2,0.5
00406f2076f1222211795455ec44b8c9,0.5
0040871643038855107c421733928537,0.5
0040cb94285f4c2fc1f7bc177b1154a3,0.5
0043eeb0a41fab49eb301aecdc5b23ce,0.5
0045fd1043328ed0fe57d24038ae7fc6,0.5
0046c51aae369a4eee9e88ec7e38de99,0.5
00488b2697c677fcc6e1e314cb9a376c,0.5
0049fddbf3931941bee8881f6cb69e7d,0.5
004a77ac8ef210da17cbd127ef87a7fa,0.5
004af83c1492e68aa19ad9b3946de9cc,0.5
004b082324997b1c2951a71d91570834,0.5
004d86254225a04564418362fedd0e06,0.5
